10794	159989
2263	4067
1000	2898
51631	6209
1956	6396
2114	2353
5591	6633
4232	9146
4215	5203
1785	51678
648	9493
5928	8356
2491	8451
26259	9978
4793	6233
1956	8218
391257	4665
55352	8294
2048	6259
10521	8563
6157	6201
5074	60482
3191	54881
5170	5579
339834	54902
5777	857
23421	7466
10523	7307
4514	6648
124995	63875
23191	8087
84811	9416
1956	25759
835	896
127733	7415
6201	6207
11176	3065
6193	6231
292	55705
2318	4867
56945	9775
23072	8328
7804	9479
117144	7205
3761	5578
10643	9045
2059	23270
2771	7253
1639	3064
5894	5906
4725	4731
7159	8626
3860	90410
3185	6228
23236	3635
4087	7314
473	8216
1411	1417
2100	5536
3932	7430
375056	9632
2936	654231
321	9746
10801	7189
23468	8805
6714	7098
10982	324
4670	6175
9572	9612
11269	6159
255758	5516
4704	7388
27063	84665
1627	8517
29789	6446
10971	4093
100	53
373	7128
2353	5594
10476	506
23398	8899
51227	5277
6426	8220
2885	63898
10567	5997
398	645455
80230	84817
26354	4193
2130	22955
4601	9126
122809	6921
386677	9586
2960	9412
1956	8290
374907	6484
51340	79228
11067	23582
155435	2885
10713	8899
4539	4694
23198	5694
57473	84445
26168	6613
2885	6202
10081	26823
59272	801
29088	51650
3183	6597
5781	613
6135	8349
6326	6330
3635	3707
26986	9641
1476	7428
1457	6722
7384	9377
1576	6667
57120	84914
4188	79025
3018	55037
5334	9162
30	8309
5335	79890
4194	836
2335	3675
6597	9612
3608	728937
2629	5451
9141	9338
79913	86
11228	7533
51593	9128
6627	9343
7157	8554
11338	6122
10016	23578
4683	7014
7534	9101
5335	7462
26121	6631
1432	5606
23524	58509
29993	80829
2885	54058
6187	6227
1432	3667
2634	5050
5496	8559
216	314
10642	8575
10432	7520
11198	9785
4841	5563
196477	5359
51678	5393
5610	7157
23636	4928
1876	7029
4691	6181
79084	79711
2035	8655
25	8482
6128	83858
1282	7045
6208	8453
57819	8683
254173	80321
6857	773
10572	27
10846	112
6202	6727
145282	6605
23204	54974
79876	9446
6218	6222
2353	6196
213	23405
2178	6117
5781	887
1107	22927
11335	84108
6139	6950
55577	64772
5094	9533
10159	10868
6143	64960
2244	8503
6314	8356
2752	6498
4188	9518
5298	7532
55177	7529
4173	4738
3384	6693
4869	6233
6431	64783
6136	6205
230	5338
10313	10423
51280	80023
23641	5682
5127	7532
6157	6184
4862	8820
5894	7409
351	3725
25778	6203
7182	8841
3066	5914
10642	6203
22916	23450
3846	5125
1153	51729
55037	6203
23321	7324
3066	5933
10262	51755
6207	8349
2026	5224
2010	8607
10211	2534
7185	8826
5330	5331
2175	2189
27335	8663
3066	4261
23281	25828
55352	8362
3315	6199
11060	6631
54507	58191
11043	9753
2626	3283
2104	391257
23020	25885
4904	6130
1875	5933
8863	9575
257364	990
1346	7386
10488	8760
6224	6612
6696	6928
55093	642
23451	3185
22806	84289
6709	6711
4046	659
26519	26520
6132	6139
388324	8697
1938	6727
23145	57667
4215	5607
1201	55183
100132565	570
23398	3192
10239	375
10285	6430
51554	6357
124637	7388
3183	3326
683	857
8366	8968
7136	9033
4697	7381
10574	509
10465	24148
695	8797
8527	89869
392510	4194
10189	23517
27040	9846
6147	7311
1459	328
4869	51191
3910	7157
10285	6627
2645	9945
2557	2562
2130	553115
6925	81854
54948	9801
6133	6158
11222	9553
4670	4691
406	5054
5618	8835
1832	4791
23065	64946
26958	9500
1499	5795
57176	7030
5971	6181
10318	6125
10935	84264
2968	5438
7311	9641
10133	3064
4686	64783
10302	79184
10868	5713
6155	6158
10342	7597
2561	3350
1106	222389
3932	5588
25842	79711
100124696	1796
4155	5603
322	5663
64965	64975
54205	7189
1974	55211
6502	8453
11043	5987
2690	5787
54984	7334
5883	5984
1387	5581
1956	857
257062	84708
6257	7376
10921	9939
396	9709
1459	2957
6129	6233
1374	2181
1191	65125
80349	90
55330	8943
4436	49856
10189	6434
7134	7138
3611	64210
3881	79583
10921	8396
5525	596
10643	388698
11224	56945
6629	6637
5332	5335
4691	6128
23589	6446
284996	6152
203068	4793
10342	54622
10456	1080
10421	9491
11007	23641
3190	8626
23291	7465
6155	6201
2099	3326
5970	7088
5501	6598
5108	84289
10987	5602
3611	5163
220082	6133
8683	9129
2803	403
1915	60
27258	5356
4924	841
3065	3066
2986	5146
2975	51202
1759	4831
23107	64965
6996	7421
26986	8335
10267	799
114131	3588
3688	5310
219927	55052
2885	9228
1445	5803
10615	23594
1650	84319
732272	80145
54708	7311
57410	60
2963	399511
55161	6232
54544	85291
10285	9984
1653	1665
6811	9570
3837	64332
6124	6132
64778	7186
51399	6383
3178	6173
26354	509
11228	122786
3312	57332
283987	57596
1314	4292
28977	54948
2081	3320
3305	7133
10283	51645
23304	51035
6626	8487
30	6647
1308	5493
2203	8789
10392	8837
5684	5695
146664	55697
4361	5982
55827	65125
7184	9451
10714	57804
5591	7518
23265	83878
440321	570
112755	9217
5348	5578
154007	79622
6165	8342
253260	3303
6772	7248
6811	8775
54927	8548
1659	7919
51659	545
147872	9570
51023	64928
2688	4735
6607	6632
6430	9584
55599	83443
10007	2645
10783	54919
10569	53938
6154	6189
2072	2965
10963	25862
4205	56951
207	5493
26156	6203
3105	3812
5594	7068
10010	3857
64326	83743
4708	4722
11224	51191
3674	6688
6599	6908
2547	54918
10817	3735
220	3945
4155	57142
4155	9149
7205	84988
55159	55284
58509	84991
5534	9478
10513	348303
25804	27257
3608	5591
1796	4068
57819	9128
3326	3842
6429	8449
26156	5250
23595	5000
25962	51690
10060	1937
25870	55294
3181	7428
292	497661
1956	8354
23524	60625
118460	51678
11156	50628
7299	7306
5567	8346
60	9468
6142	79084
10326	4223
11235	7871
222235	6169
6156	6201
4609	7112
11244	2908
80143	80342
23411	55705
3064	8819
1794	202559
3336	836
11082	3683
1654	9092
6132	6161
7178	9641
124995	56945
1915	9063
11201	9802
3206	5777
4223	9889
81490	9791
1020	1660
6046	8361
7846	920
51021	6124
386676	57396
2339	5911
6129	6136
3693	5029
7048	7049
10283	10492
22824	3106
27257	9683
386675	5467
5691	5700
90390	9968
4901	84922
222389	84285
4223	8153
10975	4726
3219	4188
4670	6141
3192	6188
2793	3761
4835	54507
1452	23621
54967	9851
3725	4654
4736	9045
1191	3164
2010	292
539	79618
1994	26523
3400	5335
22985	5049
4709	4717
7741	83755
27257	3320
55629	6095
2688	6301
1938	6143
302	5581
1915	7704
1832	843
699	8480
10014	2623
6634	79706
5701	5719
113457	7132
10320	55337
51592	8805
3932	5295
382	6727
10856	6224
2923	3949
10542	57562
5976	9329
23204	51025
22872	490
3633	3707
4705	7381
2810	3898
23759	51729
22907	6194
11007	79696
5962	8904
4790	6188
60314	6498
25885	8886
5928	6601
140890	6421
10202	203068
1933	2035
25962	51593
6165	8349
3326	65125
1400	7572
64798	8945
3037	6667
55723	8357
55824	6464
1069	9814
6155	6208
10603	3718
5595	8354
112	8622
7251	90678
23500	386682
1839	960
65993	79590
149371	60412
1385	8444
3093	6047
1041	55165
386681	5817
3204	51053
10645	2316
1432	6640
10202	3329
1017	55720
51367	79897
22976	55728
4343	6135
55755	84060
388677	4148
166	9627
129831	7185
23741	5664
23524	23759
1407	8864
54819	7157
2130	3609
3716	7132
3621	8819
163702	51691
386678	5013
10196	3190
57665	5959
7048	891
90390	9282
1659	6633
5450	5451
5042	6143
51327	81488
6616	6812
113457	4794
1956	84951
1147	3551
197257	8659
8349	9129
4904	6633
4067	79930
23588	2810
53615	8189
336	5360
10849	3838
386677	94039
4791	805
25942	7341
29894	5430
22941	6550
125115	3329
10921	26019
2885	80852
373156	84188
10938	9342
6133	6323
26051	4747
7083	8916
1024	9442
7321	7681
24144	25962
6670	7402
57326	6612
5693	81027
10857	654364
388677	79931
8216	8607
1968	8894
6772	6776
4793	7316
51100	7874
355	85302
10284	3301
11007	79025
55646	6124
10219	664
5971	92609
2100	9968
51503	5621
4357	55293
10492	11224
22927	5578
128308	64983
7913	8358
3017	5568
8224	9722
1813	54102
23263	6138
23710	664
11345	135112
22864	5966
140739	80196
23450	4869
2769	5590
2064	3691
3688	5175
6749	8663
1385	57680
4691	6202
4687	60
29920	65263
1937	79902
472	7415
6637	9939
51534	7189
1053	26037
23365	960
283248	407
5062	689
3320	6492
3551	6714
5289	9711
4726	4728
6144	6204
1026	5601
3688	5578
4343	8175
26191	7409
6154	64960
10049	5290
5000	50484
11051	23524
5469	55090
168544	6774
55168	55173
7276	9796
740	79590
23560	6187
117177	79090
10320	64396
10594	8220
7088	983
10480	1933
124912	2
2975	5245
5347	9043
23411	3020
10250	22913
10687	285093
1660	6638
7472	89780
24138	9361
64951	64963
11218	6128
1457	5311
4092	51427
127	216
238	3667
3303	3909
1778	5356
51596	54751
4603	4801
6921	8065
23152	84705
11244	2791
3198	54507
266812	28986
22938	51645
841	9971
64395	755
3609	6139
4712	7386
2555	2561
378708	641
2971	2975
7532	9972
4695	4701
10523	3329
10869	84461
1386	367
1616	4217
51759	6829
1114	7083
4842	624
23450	51021
156	5568
5431	9412
9045	9329
2033	4092
125115	463
4489	9248
54093	7189
2099	348
2960	5441
6130	6141
7541	83851
22820	7189
51755	8899
4654	64100
2288	90
11200	8208
4087	857
7046	81788
24148	8175
292	6175
4750	8727
6426	988
2885	29993
27289	7988
2146	79020
3148	5896
353139	386682
10569	9129
10915	2885
27238	54763
23528	58508
1501	5663
285613	9943
340371	81628
7444	998
7704	9759
6164	6233
6598	9031
255877	386676
5898	5906
10643	51340
339390	566
29922	51727
5499	84687
3736	3738
1326	3305
26013	8350
23770	65125
10363	10556
5159	6772
55798	5663
11170	1503
11035	80349
3002	5551
29796	4722
55660	6018
121504	4841
25782	373156
10421	51729
4690	80831
3984	5058
213	23431
84265	896
301	9094
26168	6175
26128	93474
3185	6224
2159	2572
7185	84458
3106	328
10987	8450
4214	5955
27185	7283
387	5337
3716	6777
23039	9972
23464	64064
3613	84812
25885	5441
1326	3326
5594	7272
6429	6430
10112	5870
2962	2967
23582	6715
11198	6749
23195	367
51202	9329
54512	55627
387	79658
2769	5588
285753	55885
4303	5601
6136	6173
3000	6285
3207	4211
2335	6721
2968	5433
1642	83939
1457	835
4801	7048
5930	7024
6613	84844
1445	7041
2017	5594
57819	8449
1660	25949
4215	9131
26146	284058
3688	3964
5603	5608
22824	6654
5909	673
393	4214
1759	4690
8175	8220
3007	6187
5605	6548
3439	3663
2193	51295
10494	57602
1020	595
3198	653240
22938	4809
84142	9577
4831	7334
885	887
3320	7535
498	6229
7572	84547
283385	6660
2885	6228
7248	7430
6667	7080
10783	5933
409	84717
56647	832
1213	162
7791	83719
2187	57697
23521	84893
2885	6603
10539	5588
10120	5597
7186	85302
64783	9775
6500	997
5566	5734
23640	3306
29109	5468
2767	3356
25929	54960
5706	5714
10163	1793
50807	7311
55698	9814
6227	6234
2771	5999
163183	4283
4292	5176
23099	55388
4131	83734
1654	219541
4086	9698
23450	6205
11140	7189
5245	6147
10783	51495
5583	80184
1457	7157
3146	5327
835	840
23641	55211
11035	292
4627	5590
27335	3646
56259	7919
2776	2917
6721	9230
1056	7184
10625	1107
7514	8498
1917	3035
1040	4831
5094	81887
3339	5154
27089	4720
2113	51567
11137	8971
54812	7337
581	6622
10488	394261
10969	55131
7384	7385
23589	983
5580	5734
727	729
4791	6129
57332	79948
4869	6134
302	4869
6232	7132
5331	84812
4691	55226
23450	8886
57646	7158
170506	222235
55195	5987
60	6601
1762	2584
2661	92
4691	8664
116540	85302
23764	4899
3320	8668
23380	55210
6721	7265
50807	868
10772	64960
10301	7157
1653	3190
4087	8312
10289	1892
23345	51202
22938	51690
5430	65123
7416	9868
5717	84060
284312	5468
10335	5592
10285	55178
2877	28976
125115	126375
10036	10155
84991	9410
6228	9040
11102	51367
6598	7155
26227	669
10765	773
6637	9716
221037	367
5864	9699
5586	983
57599	64175
23013	9295
223	51733
5566	5908
672	7392
7013	983
1019	595
5584	5607
23040	3164
114569	5780
208	677
10856	55705
324	9939
23133	9070
3895	6449
497661	7307
29057	56159
55954	6637
387	9826
409	5021
5689	5717
2072	3035
10101	9391
4067	6004
23398	51593
3181	4208
64746	64750
7416	8664
23020	4670
10656	27316
56259	6626
125058	5684
220082	80705
64682	991
60491	9513
4904	7150
3107	54093
6136	8342
11151	7057
6629	9775
4790	5092
28957	51081
23270	24144
23048	5331
84811	8563
160287	8659
1660	6205
1398	9103
1978	2475
166	6457
4985	4988
51602	7150
1660	8563
2885	9749
396	5599
212	4594
4000	999
1213	6203
2720	5347
2099	55629
55577	55860
5440	9150
6648	84701
379	8926
2243	5584
10236	10492
10488	94101
23468	8350
55193	6597
63893	8314
248	388677
3192	8178
22907	9782
10788	4528
2515	928
2963	672
5682	7337
2064	2886
81030	9733
1654	988
27154	79960
1730	998
10399	6223
29966	55917
23420	84676
3181	4691
4591	7189
1030	60491
121504	7534
1487	3090
1797	2319
60370	8517
11338	4343
10014	1937
5595	5781
8833	983
3107	6891
51642	54948
5901	91754
10728	405
4116	5356
7417	8668
5437	654364
5514	7341
2804	64746
5713	6314
23062	54812
284695	3609
8200	92
1499	55119
125115	147687
55052	9553
2059	6654
6648	7022
497661	6125
55588	9862
10262	51593
57129	64969
1499	3791
65003	79618
891	993
7024	9783
10499	7533
5438	9441
5695	5719
3312	6045
26121	988
2965	5701
6152	6187
2099	8085
51510	9101
2026	7846
1660	9775
5603	6181
25942	8467
10202	8668
2099	8861
51747	84321
6183	65993
10087	23204
23201	6631
10289	79674
6314	6883
6613	9734
4712	4722
23450	388697
5579	7431
23398	6636
23710	9685
3108	3123
3187	60625
3187	9092
10615	1641
57154	860
5290	6224
10289	191
2110	4701
9879	9939
11017	3550
2275	5594
27089	4707
51233	51778
25	6655
8563	8896
5687	5706
1665	6147
23	54984
23569	3065
6613	9202
1654	51690
309	5245
27111	55646
2801	4004
367	5594
10024	5987
1147	5588
10474	23326
65265	81552
166	79005
6139	6228
4298	6605
79734	84708
27111	441519
409	7278
3417	387082
50944	81858
3065	7088
55379	6128
219736	26003
221504	5468
8404	865
1459	1958
217	9094
1329	7385
5595	7553
3178	55094
10818	2885
4741	8878
132789	2673
10465	9879
3791	7422
4524	6472
51649	84545
112869	3866
401	6667
8563	9584
26121	9589
10728	7428
5058	8851
10921	5356
6905	7277
10081	23451
11222	55168
10919	58525
3178	6125
549	55268
3717	5747
1915	25855
79598	9738
23759	9128
7088	8352
5430	86
57381	9322
7311	8728
55696	84321
388677	9975
9349	998
3312	79682
6741	6749
4791	6191
7568	79839
51747	55696
634	7391
4831	6223
23291	9462
10921	6631
11030	93100
10627	4637
10987	8013
5066	7248
386676	60370
23636	9972
10928	983
2275	60
55536	8676
10250	23450
2908	6741
2923	9601
55090	55217
1314	6142
6430	84321
51340	56949
25801	6717
23038	7414
649	7157
5914	84962
252983	57542
409	60
1457	2570
4904	6636
10514	6146
140890	9343
3064	4077
1742	9311
6154	6205
27185	7534
1285	3026
84342	8487
3106	81876
114824	5682
29922	4665
6119	641
10971	1956
220082	54927
152503	6868
22914	7305
56957	7189
6124	6133
1457	9082
7150	9329
5708	5764
27244	5052
6502	997
8655	8764
3801	84062
5111	6117
3064	5136
3233	9191
2960	6601
10576	898
208	8570
1748	6136
1832	5175
1029	3183
5567	84254
2078	2313
7083	8607
10919	5682
5245	6122
10514	1994
2554	2555
4170	90427
51003	6303
55037	8531
7979	80789
158078	4758
121278	6999
6142	6164
2775	29899
22826	84321
65080	9869
10989	170506
1756	8525
5590	7533
10963	2035
3983	83878
123283	6897
23137	7083
4055	7187
26589	65003
3751	57628
3014	7520
5710	64858
386676	7568
55293	7189
5037	5467
126961	4678
728937	9045
572	598
7185	8764
6191	8668
2959	5435
6161	6228
10454	116983
6631	8896
11224	55379
29079	54535
1656	2885
4174	6194
5597	7184
10810	5296
548593	805
2119	4312
211	64064
23543	92345
26043	51366
5581	6624
51263	65080
112724	57665
2905	55914
10594	9589
1399	3643
2316	4090
2322	868
3190	9939
5883	983
4173	8900
2975	3192
11338	6949
1457	7884
2534	29886
26354	6170
7529	7533
55646	6203
10397	3309
58	7157
11190	23235
522	93974
10594	9410
23521	6181
5612	7157
25804	6628
245711	7311
10110	1385
114034	6628
10056	10202
309	6176
55226	6141
7153	7155
2984	5158
3958	6632
11214	387
29109	583
1956	6256
3636	4233
5425	5558
1742	22866
11047	5687
10436	83939
10856	5445
84674	8767
3191	6136
10971	2011
57835	6152
7533	9181
2060	25
126328	4541
1827	4215
2100	6667
27292	9045
2720	64772
7756	9295
1281	780
3622	8819
28442	3500
11041	6487
6160	8451
11035	3303
1387	6258
5499	6262
6598	9343
2355	9586
2353	51329
1282	22918
6230	9349
2967	6908
23759	8899
219541	3838
9061	9094
286480	4850
2671	84164
7132	8517
4950	7082
3482	7391
2643	481
1059	9464
4174	5521
3804	5777
2048	2885
10006	6714
2736	3065
4361	9400
672	84142
5145	5147
11112	18
5830	64770
4833	5105
63875	64951
4173	4998
2534	80306
705	9093
170082	4222
6132	6189
1933	7416
1936	6418
23061	83746
6147	8487
51428	51755
3024	474382
5979	6667
55183	998
2982	5151
2885	695
4782	875
4701	4724
10514	25885
57461	9129
7272	8881
5245	6223
6257	7421
126961	4000
114294	219927
10765	3198
5589	7917
3309	408
23517	26986
3313	55705
310	4804
3932	5297
5578	5781
1153	159163
1017	84859
55885	80125
6418	8125
23281	84140
125988	7428
1975	6748
197131	26043
5127	7533
1315	3777
51529	8065
26986	51645
29128	8370
2906	6197
6128	9513
60491	79077
118932	26039
51230	8366
116285	80724
367	7041
10772	6154
170506	23405
10985	51503
2099	7068
3164	7428
7311	8562
3190	5411
1207	6169
5725	58155
3932	558
22981	7138
26019	7538
5777	933
11030	54971
4904	72
10643	9533
64753	79165
118460	51013
27316	64859
841	9448
7329	7341
137392	25776
207	4088
84078	8729
79948	91687
10570	56896
10450	3187
6606	9659
8202	8517
1973	55090
4791	9919
23191	7532
55003	6184
509	5245
5437	9441
5599	9043
9776	9821
10642	9782
10133	10318
3303	6622
11051	1937
5595	7050
10253	1859
1454	6615
2908	5469
6401	7094
10928	55333
10465	10921
10980	6502
1017	990
113457	4790
6201	6612
55035	58528
4637	6222
930	933
6158	6187
2643	5805
11252	29763
10526	3313
3035	9129
80254	85302
10250	8896
6434	8220
23710	3843
23162	4296
5430	9978
55658	7189
22906	26146
55957	5663
1601	7046
10419	2058
6602	7155
23118	6900
386675	3889
124995	6925
1442	5430
122704	64981
4236	8220
3667	596
10921	51639
440264	8975
5621	9659
1017	23060
7421	9968
5584	9267
1432	2764
1026	4287
1401	3024
6697	815
1314	26156
6443	6444
23466	3225
27134	7082
2033	4676
10444	6921
10946	1659
142685	55660
25	4137
3815	4067
84060	8743
55352	8366
10694	5515
80895	9146
219333	64854
3551	3661
3066	86
1893	3339
1660	84319
386676	8576
4436	9156
10540	5597
6624	7428
56254	7157
125115	1270
3662	9636
3324	64754
23020	6636
1438	5295
10284	7529
1642	2873
55588	7112
3693	386676
3106	523
2904	3603
5886	91369
10188	5782
54971	84456
51362	6427
5052	5518
2130	9087
1020	84687
3990	5408
6152	6203
51065	8517
5564	9276
10643	26156
2275	54507
23450	9513
23641	93474
1378	721
4718	4722
2002	5606
79622	79869
10131	22827
29058	440552
400	55290
2017	84464
1436	9402
1161	9978
26258	55330
3998	8615
3014	6194
310	55611
6137	6203
1638	7299
1051	4790
4163	7247
29079	90410
3066	6239
112609	4158
147687	6925
57326	84105
1026	6925
1915	23095
117178	23503
5435	9150
24148	2483
26523	55705
6229	8664
10573	56945
56254	6233
22916	24148
6256	8202
2885	6461
26986	57187
10454	3326
3735	4174
22985	26121
10285	9716
4128	4129
6135	81027
1103	5590
6202	81027
23398	6634
3560	3600
11117	79837
10521	22916
699	991
8613	9564
5097	55729
84811	94104
10856	8295
140691	284086
8487	9533
54331	5745
2534	4998
6865	9737
4809	51755
1612	9252
142685	29763
5424	5425
114034	6189
6907	8361
3065	57708
197131	598
4695	4712
142	3002
131	217
284695	3326
409	55681
5970	92140
51755	5430
64783	9785
51008	5970
10589	2962
57187	6434
208	51225
115	5141
4087	861
22913	23020
10472	5058
1616	9611
2035	25994
293	5359
1938	27185
10987	3172
5337	6197
6895	9618
51160	6498
22827	79002
2101	324
11224	6125
54906	84126
4701	4722
10286	51503
57129	64949
1396	9737
22806	22885
6714	83747
25897	6885
56949	9879
3032	51
6130	8087
26354	6133
51559	7124
51263	64969
4090	51652
5694	7277
51735	5783
10207	6329
5356	6430
29915	9070
2673	5588
11273	6612
131377	9189
51196	8867
6202	8450
7329	8521
6160	8971
6623	8880
415116	6470
29117	8366
55290	79711
10207	832
4131	7307
4093	9839
2	354
10783	125115
2035	5689
1674	4292
27297	83637
11183	613
125115	7678
3566	5781
22938	94104
1660	53938
8570	998
1017	3009
5591	9400
4690	6655
5050	9869
171483	79961
3320	57473
55588	9443
4602	983
5335	6452
387	4659
55052	64965
2099	5536
3609	6201
10569	64783
4539	4723
5518	8500
2975	6157
5300	8312
10971	256364
11338	9295
5062	6045
1660	6134
1643	50813
293	55161
2618	5471
57418	6201
10253	84126
3301	8764
4131	8139
213	2335
6171	6206
196528	86
5411	6629
1434	7133
1460	4113
388698	6144
7082	999
1072	26292
373	391257
25884	654
10436	6129
1327	1537
4292	51195
7341	8554
3301	3312
5111	6156
3007	81027
1665	26986
4609	5692
4131	8480
5335	7204
2665	64431
409	5724
4282	8837
5155	6678
1500	200845
79682	80829
192111	9869
4915	55816
54801	8531
2275	79733
26986	3192
207	6188
23513	5594
25843	83992
90	9482
27342	6233
10629	117143
51645	51690
6252	84067
27335	6130
10250	3185
64802	892
1739	27165
31	9391
1211	409
26121	51593
2710	3172
11103	5245
5034	9474
1213	5566
1147	7170
3065	3297
122481	30833
81027	9861
3092	3692
1314	56945
3178	8662
5903	5956
124995	64432
56955	6714
506	9551
1017	11073
112755	9246
3643	4792
23265	84816
1823	60673
3191	9775
5111	6597
8344	8915
5931	7750
5976	65110
10284	23499
10488	84065
6161	7307
515	539
2176	3550
5464	7157
1841	7298
192669	27161
116541	51263
5432	5433
4157	7919
10155	326
1915	998
2099	286827
1452	1454
2309	60673
6170	6209
10250	56259
2110	4729
1347	6647
27292	4343
3756	84920
284058	29911
2810	8495
6299	7013
54439	7316
596	9774
11331	284695
3670	4009
10524	266812
3493	999
2271	6391
23345	5936
1374	6785
6606	6636
26354	388698
1965	836
54556	9643
841	8837
55660	6627
23405	6155
10492	6175
55501	9469
2834	80852
6222	9045
1447	284086
10421	1665
3899	5747
284695	9775
386675	4174
23521	6152
10694	29966
2534	6936
284695	51202
116	7433
54507	85291
6147	7846
1659	57187
3921	6230
1133	9737
6130	7419
5608	5970
10131	3084
7040	7057
4188	57634
25945	386675
